-0.9098,0.4825,0.4273
-0.9121,0.4843,0.4278
-0.9146,0.4861,0.4284
-0.9170,0.4878,0.4292
-0.9196,0.4895,0.4301
-0.9222,0.4910,0.4312
-0.9248,0.4924,0.4324
-0.9273,0.4937,0.4337
-0.9299,0.4948,0.4351
-0.9324,0.4959,0.4365
-0.9348,0.4967,0.4381
-0.9371,0.4974,0.4397
-0.9393,0.4980,0.4414
-0.9414,0.4983,0.4431
-0.9433,0.4985,0.4448
-0.9450,0.4985,0.4466
-0.9466,0.4982,0.4483
-0.9479,0.4978,0.4501
-0.9491,0.4972,0.4518
-0.9500,0.4964,0.4536
-0.9506,0.4954,0.4553
-0.9511,0.4942,0.4569
-0.9513,0.4928,0.4585
-0.9512,0.4912,0.4600
-0.9509,0.4894,0.4615
-0.9504,0.4875,0.4629
-0.9496,0.4854,0.4643
-0.9486,0.4831,0.4655
-0.9474,0.4807,0.4667
-0.9460,0.4781,0.4678
-0.9443,0.4755,0.4689
-0.9425,0.4727,0.4698
-0.9406,0.4699,0.4707
-0.9384,0.4669,0.4715
-0.9362,0.4639,0.4722
-0.9338,0.4609,0.4729
-0.9314,0.4579,0.4735
-0.9288,0.4548,0.4740
-0.9263,0.4518,0.4745
-0.9237,0.4488,0.4749
-0.9211,0.4458,0.4752
-0.9185,0.4430,0.4756
-0.9160,0.4402,0.4758
-0.9135,0.4375,0.4761
-0.9112,0.4349,0.4763
-0.9089,0.4324,0.4765
-0.9068,0.4302,0.4766
-0.9048,0.4280,0.4768
-0.9030,0.4261,0.4769
-0.9013,0.4243,0.4770
-0.8999,0.4228,0.4772
-0.8987,0.4214,0.4773
-0.8977,0.4203,0.4774
-0.8969,0.4194,0.4775
-0.8963,0.4187,0.4777
-0.8960,0.4182,0.4778
